"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Logan County, IL"	"17107"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	23	29527	77.9
	"Logan County, IL"	"17107"	"2016"	"2016"	"Unspecified dementia"	"F03"	15	29527	Unreliable
	"Logan County, IL"	"17107"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	13	29527	Unreliable
	"Logan County, IL"	"17107"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	13	29527	Unreliable
	"Logan County, IL"	"17107"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	22	29527	74.5
	"Logan County, IL"	"17107"	"2016"	"2016"	"Congestive heart failure"	"I50.0"	13	29527	Unreliable
	"Logan County, IL"	"17107"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	13	29527	Unreliable
	"Logan County, IL"	"17107"	"2016"	"2016"	"Pneumonia, unspecified"	"J18.9"	12	29527	Unreliable
	"Logan County, IL"	"17107"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	15	29527	Unreliable
	"Logan County, IL"	"17107"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	21	29245	71.8
	"Logan County, IL"	"17107"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	21	29245	71.8
	"Logan County, IL"	"17107"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	19	29245	Unreliable
	"Logan County, IL"	"17107"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	14	29245	Unreliable
	"Logan County, IL"	"17107"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	30	29245	102.6
	"Logan County, IL"	"17107"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	17	28925	Unreliable
	"Logan County, IL"	"17107"	"2018"	"2018"	"Unspecified dementia"	"F03"	19	28925	Unreliable
	"Logan County, IL"	"17107"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	22	28925	76.1
	"Logan County, IL"	"17107"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	25	28925	86.4
	"Logan County, IL"	"17107"	"2018"	"2018"	"Congestive heart failure"	"I50.0"	18	28925	Unreliable
	"Logan County, IL"	"17107"	"2018"	"2018"	"Stroke, not specified as haemorrhage or infarction"	"I64"	13	28925	Unreliable
	"Logan County, IL"	"17107"	"2018"	"2018"	"Pneumonia, unspecified"	"J18.9"	15	28925	Unreliable
	"Logan County, IL"	"17107"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	20	28925	69.1
	"Logan County, IL"	"17107"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	20	28618	69.9
	"Logan County, IL"	"17107"	"2019"	"2019"	"Unspecified dementia"	"F03"	15	28618	Unreliable
	"Logan County, IL"	"17107"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	22	28618	76.9
	"Logan County, IL"	"17107"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	21	28618	73.4
	"Logan County, IL"	"17107"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	16	28618	Unreliable
	"McDonough County, IL"	"17109"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	22	30996	71.0
	"McDonough County, IL"	"17109"	"2016"	"2016"	"Unspecified dementia"	"F03"	10	30996	Unreliable
	"McDonough County, IL"	"17109"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	22	30996	71.0
	"McDonough County, IL"	"17109"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	19	30996	Unreliable
	"McDonough County, IL"	"17109"	"2016"	"2016"	"Congestive heart failure"	"I50.0"	11	30996	Unreliable
	"McDonough County, IL"	"17109"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	15	30996	Unreliable
	"McDonough County, IL"	"17109"	"2016"	"2016"	"Pneumonia, unspecified"	"J18.9"	10	30996	Unreliable
	"McDonough County, IL"	"17109"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	22	30996	71.0
	"McDonough County, IL"	"17109"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	18	30823	Unreliable
	"McDonough County, IL"	"17109"	"2017"	"2017"	"Unspecified dementia"	"F03"	13	30823	Unreliable
	"McDonough County, IL"	"17109"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	20	30823	64.9
	"McDonough County, IL"	"17109"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	14	30823	Unreliable
	"McDonough County, IL"	"17109"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	11	30823	Unreliable
	"McDonough County, IL"	"17109"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	14	30823	Unreliable
	"McDonough County, IL"	"17109"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	14	29955	Unreliable
	"McDonough County, IL"	"17109"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	13	29955	Unreliable
	"McDonough County, IL"	"17109"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	19	29955	Unreliable
	"McDonough County, IL"	"17109"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	10	29955	Unreliable
	"McDonough County, IL"	"17109"	"2018"	"2018"	"Stroke, not specified as haemorrhage or infarction"	"I64"	10	29955	Unreliable
	"McDonough County, IL"	"17109"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	18	29955	Unreliable
	"McDonough County, IL"	"17109"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	12	29682	Unreliable
	"McDonough County, IL"	"17109"	"2019"	"2019"	"Unspecified dementia"	"F03"	14	29682	Unreliable
	"McDonough County, IL"	"17109"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	22	29682	74.1
	"McDonough County, IL"	"17109"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	11	29682	Unreliable
	"McDonough County, IL"	"17109"	"2019"	"2019"	"Stroke, not specified as haemorrhage or infarction"	"I64"	14	29682	Unreliable
	"McDonough County, IL"	"17109"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	14	29682	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Septicaemia, unspecified"	"A41.9"	19	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	17	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	47	307004	15.3
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	36	307004	11.7
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	134	307004	43.6
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	10	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	35	307004	11.4
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Malignant neoplasm of ovary"	"C56"	18	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Malignant neoplasm of prostate"	"C61"	32	307004	10.4
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	11	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	19	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Malignant neoplasm without specification of site"	"C80"	28	307004	9.1
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	18	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Unspecified diabetes mellitus, without complications"	"E14.9"	20	307004	6.5
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Unspecified dementia"	"F03"	98	307004	31.9
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Parkinson disease"	"G20"	31	307004	10.1
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	62	307004	20.2
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Essential (primary) hypertension"	"I10"	23	307004	7.5
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	30	307004	9.8
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	68	307004	22.1
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	16	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	131	307004	42.7
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Ischaemic cardiomyopathy"	"I25.5"	10	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	26	307004	8.5
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Aortic (valve) stenosis"	"I35.0"	16	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Atrial fibrillation and flutter"	"I48"	17	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Congestive heart failure"	"I50.0"	58	307004	18.9
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Heart failure, unspecified"	"I50.9"	13	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Intracerebral haemorrhage, unspecified"	"I61.9"	10	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	44	307004	14.3
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Cerebral atherosclerosis"	"I67.2"	11	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Pneumonia, unspecified"	"J18.9"	20	307004	6.5
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	11	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	91	307004	29.6
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Pneumonitis due to food and vomit"	"J69.0"	15	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	19	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Vascular disorder of intestine, unspecified"	"K55.9"	10	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Alcoholic cirrhosis of liver"	"K70.3"	10	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Other and unspecified cirrhosis of liver"	"K74.6"	22	307004	7.2
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Chronic kidney disease, stage 5"	"N18.5"	13	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Chronic renal failure, unspecified"	"N18.9"	10	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Unspecified fall"	"W19"	19	307004	Unreliable
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	34	307004	11.1
	"McHenry County, IL"	"17111"	"2016"	"2016"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	307004	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Septicaemia, unspecified"	"A41.9"	35	309122	11.3
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	10	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	10	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	33	309122	10.7
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	43	309122	13.9
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	125	309122	40.4
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	12	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	40	309122	12.9
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Malignant neoplasm of ovary"	"C56"	16	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Malignant neoplasm of prostate"	"C61"	22	309122	7.1
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	19	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	20	309122	6.5
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Malignant neoplasm without specification of site"	"C80"	17	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	13	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	18	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	11	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Unspecified diabetes mellitus, without complications"	"E14.9"	32	309122	10.4
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Vascular dementia, unspecified"	"F01.9"	12	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Unspecified dementia"	"F03"	89	309122	28.8
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Parkinson disease"	"G20"	33	309122	10.7
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	73	309122	23.6
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Essential (primary) hypertension"	"I10"	21	309122	6.8
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	28	309122	9.1
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	75	309122	24.3
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	23	309122	7.4
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	129	309122	41.7
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Ischaemic cardiomyopathy"	"I25.5"	10	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	15	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Aortic (valve) stenosis"	"I35.0"	14	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Cardiomyopathy, unspecified"	"I42.9"	17	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Atrial fibrillation and flutter"	"I48"	20	309122	6.5
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	55	309122	17.8
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Heart failure, unspecified"	"I50.9"	24	309122	7.8
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Intracerebral haemorrhage, unspecified"	"I61.9"	11	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Cerebral infarction, unspecified"	"I63.9"	12	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	41	309122	13.3
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Cerebral atherosclerosis"	"I67.2"	15	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	10	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Pneumonia, unspecified"	"J18.9"	28	309122	9.1
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	10	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	90	309122	29.1
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	13	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Alcoholic cirrhosis of liver"	"K70.3"	10	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Other and unspecified cirrhosis of liver"	"K74.6"	16	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Chronic kidney disease, stage 5"	"N18.5"	11	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Chronic renal failure, unspecified"	"N18.9"	11	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Unspecified fall"	"W19"	22	309122	7.1
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	48	309122	15.5
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	309122	9.4
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	13	309122	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	11	309122	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Septicaemia, unspecified"	"A41.9"	31	308570	10.0
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	23	308570	7.5
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	34	308570	11.0
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	48	308570	15.6
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	129	308570	41.8
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	29	308570	9.4
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Malignant neoplasm of ovary"	"C56"	16	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Malignant neoplasm of prostate"	"C61"	27	308570	8.8
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	14	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	13	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	16	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Malignant neoplasm without specification of site"	"C80"	21	308570	6.8
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	15	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	11	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	13	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Unspecified diabetes mellitus, without complications"	"E14.9"	26	308570	8.4
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Unspecified dementia"	"F03"	100	308570	32.4
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	13	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Parkinson disease"	"G20"	26	308570	8.4
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	98	308570	31.8
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	15	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Essential (primary) hypertension"	"I10"	25	308570	8.1
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	13	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	24	308570	7.8
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	48	308570	15.6
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	42	308570	13.6
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	143	308570	46.3
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	13	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Cardiomyopathy, unspecified"	"I42.9"	14	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Atrial fibrillation and flutter"	"I48"	11	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Congestive heart failure"	"I50.0"	71	308570	23.0
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Heart failure, unspecified"	"I50.9"	20	308570	6.5
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Cerebral infarction, unspecified"	"I63.9"	16	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Stroke, not specified as haemorrhage or infarction"	"I64"	31	308570	10.0
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Cerebral atherosclerosis"	"I67.2"	13	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Pneumonia, unspecified"	"J18.9"	20	308570	6.5
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	102	308570	33.1
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Pneumonitis due to food and vomit"	"J69.0"	14	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	18	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Alcoholic cirrhosis of liver"	"K70.3"	14	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Other and unspecified cirrhosis of liver"	"K74.6"	10	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Chronic kidney disease, stage 5"	"N18.5"	26	308570	8.4
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Unspecified renal failure"	"N19"	14	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Urinary tract infection, site not specified"	"N39.0"	11	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Unspecified fall"	"W19"	19	308570	Unreliable
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	308570	8.8
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	308570	7.8
	"McHenry County, IL"	"17111"	"2018"	"2018"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	16	308570	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Septicaemia, unspecified"	"A41.9"	27	307774	8.8
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	13	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	39	307774	12.7
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Malignant neoplasm of rectum"	"C20"	10	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	45	307774	14.6
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	113	307774	36.7
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	56	307774	18.2
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Malignant neoplasm of ovary"	"C56"	12	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Malignant neoplasm of prostate"	"C61"	34	307774	11.0
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	14	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	17	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Malignant neoplasm without specification of site"	"C80"	15	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	11	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	11	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	11	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	14	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	11	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Unspecified diabetes mellitus, without complications"	"E14.9"	35	307774	11.4
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Vascular dementia, unspecified"	"F01.9"	14	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Unspecified dementia"	"F03"	91	307774	29.6
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Parkinson disease"	"G20"	36	307774	11.7
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	83	307774	27.0
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	26	307774	8.4
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Multiple sclerosis"	"G35"	11	307774	Unreliable
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Essential (primary) hypertension"	"I10"	21	307774	6.8
	"McHenry County, IL"	"17111"	"2019"	"2019"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	17	307774	Unreliable
