,County,County Code,Year,Year Code,Cause of death,Deaths,Population,Crude Rate
3580,"Lee County, IL",17103,2019,2019,"Alzheimer disease, unspecified",16,34096,0
3581,"Lee County, IL",17103,2019,2019,Atherosclerotic heart disease,27,34096,79
3582,"Lee County, IL",17103,2019,2019,"Chronic ischaemic heart disease, unspecified",10,34096,0
3583,"Lee County, IL",17103,2019,2019,Atrial fibrillation and flutter,12,34096,0
3584,"Lee County, IL",17103,2019,2019,Congestive heart failure,14,34096,0
3585,"Lee County, IL",17103,2019,2019,"Stroke, not specified as haemorrhage or infarction",12,34096,0
3586,"Lee County, IL",17103,2019,2019,"Chronic obstructive pulmonary disease, unspecified",19,34096,0
3587,"Livingston County, IL",17105,2016,2016,"Pancreas, unspecified - Malignant neoplasms",12,36526,0
3588,"Livingston County, IL",17105,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",28,36526,76
3589,"Livingston County, IL",17105,2016,2016,Unspecified dementia,14,36526,0
3590,"Livingston County, IL",17105,2016,2016,"Alzheimer disease, unspecified",14,36526,0
3591,"Livingston County, IL",17105,2016,2016,"Acute myocardial infarction, unspecified",11,36526,0
3592,"Livingston County, IL",17105,2016,2016,Atherosclerotic heart disease,36,36526,98
3593,"Livingston County, IL",17105,2016,2016,Congestive heart failure,14,36526,0
3594,"Livingston County, IL",17105,2016,2016,"Heart failure, unspecified",14,36526,0
3595,"Livingston County, IL",17105,2016,2016,"Chronic obstructive pulmonary disease, unspecified",18,36526,0
3596,"Livingston County, IL",17105,2017,2017,"Colon, unspecified - Malignant neoplasms",10,36518,0
3597,"Livingston County, IL",17105,2017,2017,"Bronchus or lung, unspecified - Malignant neoplasms",26,36518,71
3598,"Livingston County, IL",17105,2017,2017,Malignant neoplasm without specification of site,10,36518,0
3599,"Livingston County, IL",17105,2017,2017,Unspecified dementia,19,36518,0
3600,"Livingston County, IL",17105,2017,2017,"Alzheimer disease, unspecified",31,36518,84
3601,"Livingston County, IL",17105,2017,2017,"Acute myocardial infarction, unspecified",16,36518,0
3602,"Livingston County, IL",17105,2017,2017,Atherosclerotic heart disease,32,36518,87
3603,"Livingston County, IL",17105,2017,2017,Congestive heart failure,11,36518,0
3604,"Livingston County, IL",17105,2017,2017,"Chronic obstructive pulmonary disease, unspecified",23,36518,63
3605,"Livingston County, IL",17105,2018,2018,"Bronchus or lung, unspecified - Malignant neoplasms",25,35761,69
3606,"Livingston County, IL",17105,2018,2018,Malignant neoplasm without specification of site,13,35761,0
3607,"Livingston County, IL",17105,2018,2018,Unspecified dementia,15,35761,0
3608,"Livingston County, IL",17105,2018,2018,"Alzheimer disease, unspecified",27,35761,75
3609,"Livingston County, IL",17105,2018,2018,"Acute myocardial infarction, unspecified",17,35761,0
3610,"Livingston County, IL",17105,2018,2018,Atherosclerotic heart disease,37,35761,103
3611,"Livingston County, IL",17105,2018,2018,Congestive heart failure,11,35761,0
3612,"Livingston County, IL",17105,2018,2018,"Stroke, not specified as haemorrhage or infarction",13,35761,0
3613,"Livingston County, IL",17105,2018,2018,"Chronic obstructive pulmonary disease, unspecified",25,35761,69
3614,"Livingston County, IL",17105,2019,2019,"Pancreas, unspecified - Malignant neoplasms",10,35648,0
3615,"Livingston County, IL",17105,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",25,35648,70
3616,"Livingston County, IL",17105,2019,2019,"Breast, unspecified - Malignant neoplasms",11,35648,0
3617,"Livingston County, IL",17105,2019,2019,Unspecified dementia,12,35648,0
3618,"Livingston County, IL",17105,2019,2019,Parkinson disease,10,35648,0
3619,"Livingston County, IL",17105,2019,2019,"Alzheimer disease, unspecified",25,35648,70
3620,"Livingston County, IL",17105,2019,2019,"Acute myocardial infarction, unspecified",12,35648,0
3621,"Livingston County, IL",17105,2019,2019,Atherosclerotic heart disease,45,35648,126
3622,"Livingston County, IL",17105,2019,2019,Congestive heart failure,14,35648,0
3623,"Livingston County, IL",17105,2019,2019,"Stroke, not specified as haemorrhage or infarction",15,35648,0
3624,"Livingston County, IL",17105,2019,2019,"Pneumonia, unspecified",11,35648,0
3625,"Livingston County, IL",17105,2019,2019,"Chronic obstructive pulmonary disease, unspecified",16,35648,0
3626,"Logan County, IL",17107,2016,2016,"Pancreas, unspecified - Malignant neoplasms",10,29527,0
3627,"Logan County, IL",17107,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",23,29527,77
3628,"Logan County, IL",17107,2016,2016,Unspecified dementia,15,29527,0
3629,"Logan County, IL",17107,2016,2016,"Alzheimer disease, unspecified",13,29527,0
3630,"Logan County, IL",17107,2016,2016,"Acute myocardial infarction, unspecified",13,29527,0
3631,"Logan County, IL",17107,2016,2016,Atherosclerotic heart disease,22,29527,74
3632,"Logan County, IL",17107,2016,2016,Congestive heart failure,13,29527,0
3633,"Logan County, IL",17107,2016,2016,"Stroke, not specified as haemorrhage or infarction",13,29527,0
3634,"Logan County, IL",17107,2016,2016,"Pneumonia, unspecified",12,29527,0
3635,"Logan County, IL",17107,2016,2016,"Chronic obstructive pulmonary disease, unspecified",15,29527,0
3636,"Logan County, IL",17107,2017,2017,"Bronchus or lung, unspecified - Malignant neoplasms",21,29245,71
3637,"Logan County, IL",17107,2017,2017,"Alzheimer disease, unspecified",21,29245,71
3638,"Logan County, IL",17107,2017,2017,Atherosclerotic heart disease,19,29245,0
3639,"Logan County, IL",17107,2017,2017,Congestive heart failure,14,29245,0
3640,"Logan County, IL",17107,2017,2017,"Chronic obstructive pulmonary disease, unspecified",30,29245,102
3641,"Logan County, IL",17107,2018,2018,"Bronchus or lung, unspecified - Malignant neoplasms",17,28925,0
3642,"Logan County, IL",17107,2018,2018,Unspecified dementia,19,28925,0
3643,"Logan County, IL",17107,2018,2018,"Alzheimer disease, unspecified",22,28925,76
3644,"Logan County, IL",17107,2018,2018,Atherosclerotic heart disease,25,28925,86
3645,"Logan County, IL",17107,2018,2018,Congestive heart failure,18,28925,0
3646,"Logan County, IL",17107,2018,2018,"Stroke, not specified as haemorrhage or infarction",13,28925,0
3647,"Logan County, IL",17107,2018,2018,"Pneumonia, unspecified",15,28925,0
3648,"Logan County, IL",17107,2018,2018,"Chronic obstructive pulmonary disease, unspecified",20,28925,69
3649,"Logan County, IL",17107,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",20,28618,69
3650,"Logan County, IL",17107,2019,2019,Unspecified dementia,15,28618,0
3651,"Logan County, IL",17107,2019,2019,"Alzheimer disease, unspecified",22,28618,76
3652,"Logan County, IL",17107,2019,2019,Atherosclerotic heart disease,21,28618,73
3653,"Logan County, IL",17107,2019,2019,"Chronic obstructive pulmonary disease, unspecified",16,28618,0
3654,"McDonough County, IL",17109,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",22,30996,71
3655,"McDonough County, IL",17109,2016,2016,Unspecified dementia,10,30996,0
3656,"McDonough County, IL",17109,2016,2016,"Acute myocardial infarction, unspecified",22,30996,71
3657,"McDonough County, IL",17109,2016,2016,Atherosclerotic heart disease,19,30996,0
3658,"McDonough County, IL",17109,2016,2016,Congestive heart failure,11,30996,0
3659,"McDonough County, IL",17109,2016,2016,"Stroke, not specified as haemorrhage or infarction",15,30996,0
3660,"McDonough County, IL",17109,2016,2016,"Pneumonia, unspecified",10,30996,0
3661,"McDonough County, IL",17109,2016,2016,"Chronic obstructive pulmonary disease, unspecified",22,30996,71
3662,"McDonough County, IL",17109,2017,2017,"Bronchus or lung, unspecified - Malignant neoplasms",18,30823,0
3663,"McDonough County, IL",17109,2017,2017,Unspecified dementia,13,30823,0
3664,"McDonough County, IL",17109,2017,2017,"Acute myocardial infarction, unspecified",20,30823,64
3665,"McDonough County, IL",17109,2017,2017,Atherosclerotic heart disease,14,30823,0
3666,"McDonough County, IL",17109,2017,2017,"Stroke, not specified as haemorrhage or infarction",11,30823,0
3667,"McDonough County, IL",17109,2017,2017,"Chronic obstructive pulmonary disease, unspecified",14,30823,0
3668,"McDonough County, IL",17109,2018,2018,"Bronchus or lung, unspecified - Malignant neoplasms",14,29955,0
3669,"McDonough County, IL",17109,2018,2018,"Alzheimer disease, unspecified",13,29955,0
3670,"McDonough County, IL",17109,2018,2018,"Acute myocardial infarction, unspecified",19,29955,0
3671,"McDonough County, IL",17109,2018,2018,Atherosclerotic heart disease,10,29955,0
3672,"McDonough County, IL",17109,2018,2018,"Stroke, not specified as haemorrhage or infarction",10,29955,0
3673,"McDonough County, IL",17109,2018,2018,"Chronic obstructive pulmonary disease, unspecified",18,29955,0
3674,"McDonough County, IL",17109,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",12,29682,0
3675,"McDonough County, IL",17109,2019,2019,Unspecified dementia,14,29682,0
3676,"McDonough County, IL",17109,2019,2019,"Acute myocardial infarction, unspecified",22,29682,74
3677,"McDonough County, IL",17109,2019,2019,Atherosclerotic heart disease,11,29682,0
3678,"McDonough County, IL",17109,2019,2019,"Stroke, not specified as haemorrhage or infarction",14,29682,0
3679,"McDonough County, IL",17109,2019,2019,"Chronic obstructive pulmonary disease, unspecified",14,29682,0
3680,"McHenry County, IL",17111,2016,2016,"Septicaemia, unspecified",19,307004,0
3681,"McHenry County, IL",17111,2016,2016,"Oesophagus, unspecified - Malignant neoplasms",17,307004,0
3682,"McHenry County, IL",17111,2016,2016,"Colon, unspecified - Malignant neoplasms",47,307004,15
3683,"McHenry County, IL",17111,2016,2016,"Pancreas, unspecified - Malignant neoplasms",36,307004,11
3684,"McHenry County, IL",17111,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",134,307004,43
3685,"McHenry County, IL",17111,2016,2016,"Malignant melanoma of skin, unspecified - Malignant neoplasms",10,307004,0
3686,"McHenry County, IL",17111,2016,2016,"Breast, unspecified - Malignant neoplasms",35,307004,11
3687,"McHenry County, IL",17111,2016,2016,Malignant neoplasm of ovary,18,307004,0
3688,"McHenry County, IL",17111,2016,2016,Malignant neoplasm of prostate,32,307004,10
3689,"McHenry County, IL",17111,2016,2016,"Bladder, unspecified - Malignant neoplasms",11,307004,0
3690,"McHenry County, IL",17111,2016,2016,"Brain, unspecified - Malignant neoplasms",19,307004,0
3691,"McHenry County, IL",17111,2016,2016,Malignant neoplasm without specification of site,28,307004,9
3692,"McHenry County, IL",17111,2016,2016,"Non-insulin-dependent diabetes mellitus, without complications",18,307004,0
3693,"McHenry County, IL",17111,2016,2016,"Unspecified diabetes mellitus, without complications",20,307004,6
3694,"McHenry County, IL",17111,2016,2016,Unspecified dementia,98,307004,31
3695,"McHenry County, IL",17111,2016,2016,Parkinson disease,31,307004,10
3696,"McHenry County, IL",17111,2016,2016,"Alzheimer disease, unspecified",62,307004,20
3697,"McHenry County, IL",17111,2016,2016,Essential (primary) hypertension,23,307004,7
3698,"McHenry County, IL",17111,2016,2016,Hypertensive heart disease without (congestive) heart failure,30,307004,9
3699,"McHenry County, IL",17111,2016,2016,"Acute myocardial infarction, unspecified",68,307004,22
3700,"McHenry County, IL",17111,2016,2016,"Atherosclerotic cardiovascular disease, so described",16,307004,0
3701,"McHenry County, IL",17111,2016,2016,Atherosclerotic heart disease,131,307004,42
3702,"McHenry County, IL",17111,2016,2016,Ischaemic cardiomyopathy,10,307004,0
3703,"McHenry County, IL",17111,2016,2016,"Chronic ischaemic heart disease, unspecified",26,307004,8
3704,"McHenry County, IL",17111,2016,2016,Aortic (valve) stenosis,16,307004,0
3705,"McHenry County, IL",17111,2016,2016,Atrial fibrillation and flutter,17,307004,0
3706,"McHenry County, IL",17111,2016,2016,Congestive heart failure,58,307004,18
3707,"McHenry County, IL",17111,2016,2016,"Heart failure, unspecified",13,307004,0
3708,"McHenry County, IL",17111,2016,2016,"Intracerebral haemorrhage, unspecified",10,307004,0
3709,"McHenry County, IL",17111,2016,2016,"Stroke, not specified as haemorrhage or infarction",44,307004,14
3710,"McHenry County, IL",17111,2016,2016,Cerebral atherosclerosis,11,307004,0
3711,"McHenry County, IL",17111,2016,2016,"Pneumonia, unspecified",20,307004,6
3712,"McHenry County, IL",17111,2016,2016,Chronic obstructive pulmonary disease with acute lower respiratory infection,11,307004,0
3713,"McHenry County, IL",17111,2016,2016,"Chronic obstructive pulmonary disease, unspecified",91,307004,29
3714,"McHenry County, IL",17111,2016,2016,Pneumonitis due to food and vomit,15,307004,0
3715,"McHenry County, IL",17111,2016,2016,Other interstitial pulmonary diseases with fibrosis,19,307004,0
3716,"McHenry County, IL",17111,2016,2016,"Vascular disorder of intestine, unspecified",10,307004,0
3717,"McHenry County, IL",17111,2016,2016,Alcoholic cirrhosis of liver,10,307004,0
3718,"McHenry County, IL",17111,2016,2016,Other and unspecified cirrhosis of liver,22,307004,7
3719,"McHenry County, IL",17111,2016,2016,"Chronic kidney disease, stage 5",13,307004,0
3720,"McHenry County, IL",17111,2016,2016,"Chronic renal failure, unspecified",10,307004,0
3721,"McHenry County, IL",17111,2016,2016,Unspecified fall,19,307004,0
3722,"McHenry County, IL",17111,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",34,307004,11
3723,"McHenry County, IL",17111,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",14,307004,0
3724,"McHenry County, IL",17111,2017,2017,"Septicaemia, unspecified",35,309122,11
3725,"McHenry County, IL",17111,2017,2017,"Oesophagus, unspecified - Malignant neoplasms",10,309122,0
3726,"McHenry County, IL",17111,2017,2017,"Stomach, unspecified - Malignant neoplasms",10,309122,0
3727,"McHenry County, IL",17111,2017,2017,"Colon, unspecified - Malignant neoplasms",33,309122,10
3728,"McHenry County, IL",17111,2017,2017,"Pancreas, unspecified - Malignant neoplasms",43,309122,13
3729,"McHenry County, IL",17111,2017,2017,"Bronchus or lung, unspecified - Malignant neoplasms",125,309122,40
3730,"McHenry County, IL",17111,2017,2017,"Malignant melanoma of skin, unspecified - Malignant neoplasms",12,309122,0
3731,"McHenry County, IL",17111,2017,2017,"Breast, unspecified - Malignant neoplasms",40,309122,12
3732,"McHenry County, IL",17111,2017,2017,Malignant neoplasm of ovary,16,309122,0
3733,"McHenry County, IL",17111,2017,2017,Malignant neoplasm of prostate,22,309122,7
3734,"McHenry County, IL",17111,2017,2017,"Bladder, unspecified - Malignant neoplasms",19,309122,0
3735,"McHenry County, IL",17111,2017,2017,"Brain, unspecified - Malignant neoplasms",20,309122,6
3736,"McHenry County, IL",17111,2017,2017,Malignant neoplasm without specification of site,17,309122,0
3737,"McHenry County, IL",17111,2017,2017,Acute myeloid leukaemia - Malignant neoplasms,13,309122,0
3738,"McHenry County, IL",17111,2017,2017,"Non-insulin-dependent diabetes mellitus, without complications",18,309122,0
3739,"McHenry County, IL",17111,2017,2017,"Unspecified diabetes mellitus, with renal complications",11,309122,0
3740,"McHenry County, IL",17111,2017,2017,"Unspecified diabetes mellitus, without complications",32,309122,10
3741,"McHenry County, IL",17111,2017,2017,"Vascular dementia, unspecified",12,309122,0
3742,"McHenry County, IL",17111,2017,2017,Unspecified dementia,89,309122,28
3743,"McHenry County, IL",17111,2017,2017,Parkinson disease,33,309122,10
3744,"McHenry County, IL",17111,2017,2017,"Alzheimer disease, unspecified",73,309122,23
3745,"McHenry County, IL",17111,2017,2017,Essential (primary) hypertension,21,309122,6
3746,"McHenry County, IL",17111,2017,2017,Hypertensive heart disease without (congestive) heart failure,28,309122,9
3747,"McHenry County, IL",17111,2017,2017,"Acute myocardial infarction, unspecified",75,309122,24
3748,"McHenry County, IL",17111,2017,2017,"Atherosclerotic cardiovascular disease, so described",23,309122,7
3749,"McHenry County, IL",17111,2017,2017,Atherosclerotic heart disease,129,309122,41
3750,"McHenry County, IL",17111,2017,2017,Ischaemic cardiomyopathy,10,309122,0
3751,"McHenry County, IL",17111,2017,2017,"Chronic ischaemic heart disease, unspecified",15,309122,0
3752,"McHenry County, IL",17111,2017,2017,Aortic (valve) stenosis,14,309122,0
3753,"McHenry County, IL",17111,2017,2017,"Cardiomyopathy, unspecified",17,309122,0
3754,"McHenry County, IL",17111,2017,2017,Atrial fibrillation and flutter,20,309122,6
3755,"McHenry County, IL",17111,2017,2017,Congestive heart failure,55,309122,17
3756,"McHenry County, IL",17111,2017,2017,"Heart failure, unspecified",24,309122,7
3757,"McHenry County, IL",17111,2017,2017,"Intracerebral haemorrhage, unspecified",11,309122,0
3758,"McHenry County, IL",17111,2017,2017,"Cerebral infarction, unspecified",12,309122,0
3759,"McHenry County, IL",17111,2017,2017,"Stroke, not specified as haemorrhage or infarction",41,309122,13
3760,"McHenry County, IL",17111,2017,2017,Cerebral atherosclerosis,15,309122,0
3761,"McHenry County, IL",17111,2017,2017,"Sequelae of stroke, not specified as haemorrhage or infarction",10,309122,0
3762,"McHenry County, IL",17111,2017,2017,"Pneumonia, unspecified",28,309122,9
3763,"McHenry County, IL",17111,2017,2017,Chronic obstructive pulmonary disease with acute lower respiratory infection,10,309122,0
3764,"McHenry County, IL",17111,2017,2017,"Chronic obstructive pulmonary disease, unspecified",90,309122,29
3765,"McHenry County, IL",17111,2017,2017,Other interstitial pulmonary diseases with fibrosis,13,309122,0
3766,"McHenry County, IL",17111,2017,2017,Alcoholic cirrhosis of liver,10,309122,0
3767,"McHenry County, IL",17111,2017,2017,Other and unspecified cirrhosis of liver,16,309122,0
3768,"McHenry County, IL",17111,2017,2017,"Chronic kidney disease, stage 5",11,309122,0
3769,"McHenry County, IL",17111,2017,2017,"Chronic renal failure, unspecified",11,309122,0
3770,"McHenry County, IL",17111,2017,2017,Unspecified fall,22,309122,7
3771,"McHenry County, IL",17111,2017,2017,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",48,309122,15
3772,"McHenry County, IL",17111,2017,2017,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",29,309122,9
3773,"McHenry County, IL",17111,2017,2017,"Intentional self-harm by hanging, strangulation and suffocation",13,309122,0
3774,"McHenry County, IL",17111,2017,2017,Intentional self-harm by other and unspecified firearm discharge,11,309122,0
3775,"McHenry County, IL",17111,2018,2018,"Septicaemia, unspecified",31,308570,10
3776,"McHenry County, IL",17111,2018,2018,"Oesophagus, unspecified - Malignant neoplasms",23,308570,7
3777,"McHenry County, IL",17111,2018,2018,"Colon, unspecified - Malignant neoplasms",34,308570,11
3778,"McHenry County, IL",17111,2018,2018,"Pancreas, unspecified - Malignant neoplasms",48,308570,15
3779,"McHenry County, IL",17111,2018,2018,"Bronchus or lung, unspecified - Malignant neoplasms",129,308570,41
3780,"McHenry County, IL",17111,2018,2018,"Breast, unspecified - Malignant neoplasms",29,308570,9
3781,"McHenry County, IL",17111,2018,2018,Malignant neoplasm of ovary,16,308570,0
3782,"McHenry County, IL",17111,2018,2018,Malignant neoplasm of prostate,27,308570,8
3783,"McHenry County, IL",17111,2018,2018,"Malignant neoplasm of kidney, except renal pelvis",14,308570,0
3784,"McHenry County, IL",17111,2018,2018,"Bladder, unspecified - Malignant neoplasms",13,308570,0
3785,"McHenry County, IL",17111,2018,2018,"Brain, unspecified - Malignant neoplasms",16,308570,0
3786,"McHenry County, IL",17111,2018,2018,Malignant neoplasm without specification of site,21,308570,6
3787,"McHenry County, IL",17111,2018,2018,"Non-Hodgkin lymphoma, unspecified type",15,308570,0
3788,"McHenry County, IL",17111,2018,2018,Multiple myeloma - Malignant neoplasms,11,308570,0
3789,"McHenry County, IL",17111,2018,2018,"Non-insulin-dependent diabetes mellitus, without complications",13,308570,0
3790,"McHenry County, IL",17111,2018,2018,"Unspecified diabetes mellitus, without complications",26,308570,8
3791,"McHenry County, IL",17111,2018,2018,Unspecified dementia,100,308570,32
3792,"McHenry County, IL",17111,2018,2018,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",13,308570,0
3793,"McHenry County, IL",17111,2018,2018,Parkinson disease,26,308570,8
3794,"McHenry County, IL",17111,2018,2018,"Alzheimer disease, unspecified",98,308570,31
3795,"McHenry County, IL",17111,2018,2018,"Senile degeneration of brain, not elsewhere classified",15,308570,0
3796,"McHenry County, IL",17111,2018,2018,Essential (primary) hypertension,25,308570,8
3797,"McHenry County, IL",17111,2018,2018,Hypertensive heart disease with (congestive) heart failure,13,308570,0
3798,"McHenry County, IL",17111,2018,2018,Hypertensive heart disease without (congestive) heart failure,24,308570,7
3799,"McHenry County, IL",17111,2018,2018,"Acute myocardial infarction, unspecified",48,308570,15
3800,"McHenry County, IL",17111,2018,2018,"Atherosclerotic cardiovascular disease, so described",42,308570,13
3801,"McHenry County, IL",17111,2018,2018,Atherosclerotic heart disease,143,308570,46
3802,"McHenry County, IL",17111,2018,2018,"Chronic ischaemic heart disease, unspecified",13,308570,0
3803,"McHenry County, IL",17111,2018,2018,"Cardiomyopathy, unspecified",14,308570,0
3804,"McHenry County, IL",17111,2018,2018,Atrial fibrillation and flutter,11,308570,0
3805,"McHenry County, IL",17111,2018,2018,Congestive heart failure,71,308570,23
3806,"McHenry County, IL",17111,2018,2018,"Heart failure, unspecified",20,308570,6
3807,"McHenry County, IL",17111,2018,2018,"Cerebral infarction, unspecified",16,308570,0
3808,"McHenry County, IL",17111,2018,2018,"Stroke, not specified as haemorrhage or infarction",31,308570,10
3809,"McHenry County, IL",17111,2018,2018,Cerebral atherosclerosis,13,308570,0
3810,"McHenry County, IL",17111,2018,2018,"Pneumonia, unspecified",20,308570,6
3811,"McHenry County, IL",17111,2018,2018,"Chronic obstructive pulmonary disease, unspecified",102,308570,33
3812,"McHenry County, IL",17111,2018,2018,Pneumonitis due to food and vomit,14,308570,0
3813,"McHenry County, IL",17111,2018,2018,Other interstitial pulmonary diseases with fibrosis,18,308570,0
3814,"McHenry County, IL",17111,2018,2018,Alcoholic cirrhosis of liver,14,308570,0
3815,"McHenry County, IL",17111,2018,2018,Other and unspecified cirrhosis of liver,10,308570,0
3816,"McHenry County, IL",17111,2018,2018,"Chronic kidney disease, stage 5",26,308570,8
3817,"McHenry County, IL",17111,2018,2018,Unspecified renal failure,14,308570,0
3818,"McHenry County, IL",17111,2018,2018,"Urinary tract infection, site not specified",11,308570,0
3819,"McHenry County, IL",17111,2018,2018,Unspecified fall,19,308570,0
3820,"McHenry County, IL",17111,2018,2018,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",27,308570,8
3821,"McHenry County, IL",17111,2018,2018,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",24,308570,7
3822,"McHenry County, IL",17111,2018,2018,"Intentional self-harm by hanging, strangulation and suffocation",16,308570,0
3823,"McHenry County, IL",17111,2019,2019,"Septicaemia, unspecified",27,307774,8
3824,"McHenry County, IL",17111,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",13,307774,0
3825,"McHenry County, IL",17111,2019,2019,"Colon, unspecified - Malignant neoplasms",39,307774,12
3826,"McHenry County, IL",17111,2019,2019,Malignant neoplasm of rectum,10,307774,0
3827,"McHenry County, IL",17111,2019,2019,"Pancreas, unspecified - Malignant neoplasms",45,307774,14
3828,"McHenry County, IL",17111,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",113,307774,36
3829,"McHenry County, IL",17111,2019,2019,"Breast, unspecified - Malignant neoplasms",56,307774,18
3830,"McHenry County, IL",17111,2019,2019,Malignant neoplasm of ovary,12,307774,0
3831,"McHenry County, IL",17111,2019,2019,Malignant neoplasm of prostate,34,307774,11
3832,"McHenry County, IL",17111,2019,2019,"Bladder, unspecified - Malignant neoplasms",14,307774,0
3833,"McHenry County, IL",17111,2019,2019,"Brain, unspecified - Malignant neoplasms",17,307774,0
3834,"McHenry County, IL",17111,2019,2019,Malignant neoplasm without specification of site,15,307774,0
3835,"McHenry County, IL",17111,2019,2019,"Non-Hodgkin lymphoma, unspecified type",11,307774,0
3836,"McHenry County, IL",17111,2019,2019,Multiple myeloma - Malignant neoplasms,11,307774,0
3837,"McHenry County, IL",17111,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,11,307774,0
3838,"McHenry County, IL",17111,2019,2019,"Non-insulin-dependent diabetes mellitus, without complications",14,307774,0
3839,"McHenry County, IL",17111,2019,2019,"Unspecified diabetes mellitus, with renal complications",11,307774,0
3840,"McHenry County, IL",17111,2019,2019,"Unspecified diabetes mellitus, without complications",35,307774,11
3841,"McHenry County, IL",17111,2019,2019,"Vascular dementia, unspecified",14,307774,0
3842,"McHenry County, IL",17111,2019,2019,Unspecified dementia,91,307774,29
3843,"McHenry County, IL",17111,2019,2019,Parkinson disease,36,307774,11
3844,"McHenry County, IL",17111,2019,2019,"Alzheimer disease, unspecified",83,307774,27
3845,"McHenry County, IL",17111,2019,2019,"Senile degeneration of brain, not elsewhere classified",26,307774,8
3846,"McHenry County, IL",17111,2019,2019,Multiple sclerosis,11,307774,0
3847,"McHenry County, IL",17111,2019,2019,Essential (primary) hypertension,21,307774,6
3848,"McHenry County, IL",17111,2019,2019,Hypertensive heart disease without (congestive) heart failure,17,307774,0
3849,"McHenry County, IL",17111,2019,2019,"Acute myocardial infarction, unspecified",55,307774,17
3850,"McHenry County, IL",17111,2019,2019,"Atherosclerotic cardiovascular disease, so described",22,307774,7
3851,"McHenry County, IL",17111,2019,2019,Atherosclerotic heart disease,136,307774,44
3852,"McHenry County, IL",17111,2019,2019,Ischaemic cardiomyopathy,14,307774,0
3853,"McHenry County, IL",17111,2019,2019,Pulmonary embolism without mention of acute cor pulmonale,11,307774,0
3854,"McHenry County, IL",17111,2019,2019,"Cardiomyopathy, unspecified",11,307774,0
3855,"McHenry County, IL",17111,2019,2019,"Cardiac arrest, unspecified",15,307774,0
3856,"McHenry County, IL",17111,2019,2019,Atrial fibrillation and flutter,18,307774,0
3857,"McHenry County, IL",17111,2019,2019,Congestive heart failure,79,307774,25
3858,"McHenry County, IL",17111,2019,2019,"Heart failure, unspecified",12,307774,0
3859,"McHenry County, IL",17111,2019,2019,"Cerebral infarction, unspecified",13,307774,0
3860,"McHenry County, IL",17111,2019,2019,"Stroke, not specified as haemorrhage or infarction",42,307774,13
3861,"McHenry County, IL",17111,2019,2019,Cerebral atherosclerosis,20,307774,6
3862,"McHenry County, IL",17111,2019,2019,"Pneumonia, unspecified",19,307774,0
3863,"McHenry County, IL",17111,2019,2019,Chronic obstructive pulmonary disease with acute lower respiratory infection,11,307774,0
3864,"McHenry County, IL",17111,2019,2019,"Chronic obstructive pulmonary disease, unspecified",93,307774,30
3865,"McHenry County, IL",17111,2019,2019,Alcoholic cirrhosis of liver,11,307774,0
3866,"McHenry County, IL",17111,2019,2019,Other and unspecified cirrhosis of liver,22,307774,7
3867,"McHenry County, IL",17111,2019,2019,"Chronic kidney disease, stage 5",13,307774,0
3868,"McHenry County, IL",17111,2019,2019,Unspecified renal failure,10,307774,0
3869,"McHenry County, IL",17111,2019,2019,"Person injured in unspecified motor-vehicle accident, traffic",10,307774,0
3870,"McHenry County, IL",17111,2019,2019,Unspecified fall,34,307774,11
3871,"McHenry County, IL",17111,2019,2019,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",32,307774,10
3872,"McHenry County, IL",17111,2019,2019,"Intentional self-harm by hanging, strangulation and suffocation",10,307774,0
3873,"McHenry County, IL",17111,2019,2019,Intentional self-harm by other and unspecified firearm discharge,12,307774,0
3874,"McLean County, IL",17113,2016,2016,"Septicaemia, unspecified",11,172418,0
3875,"McLean County, IL",17113,2016,2016,"Colon, unspecified - Malignant neoplasms",15,172418,0
3876,"McLean County, IL",17113,2016,2016,"Pancreas, unspecified - Malignant neoplasms",21,172418,12
3877,"McLean County, IL",17113,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",67,172418,38
3878,"McLean County, IL",17113,2016,2016,"Breast, unspecified - Malignant neoplasms",24,172418,13
3879,"McLean County, IL",17113,2016,2016,Malignant neoplasm of prostate,14,172418,0
