year,locationname,category,measure,data_value,totalpopulation,short_question_text
2018,17031460301,Health Outcomes,Stroke among adults aged >=18 years,5.3,3404,Stroke
2018,17031691400,Health Outcomes,All teeth lost among adults aged >=65 years,19.7,3611,Teeth Loss
2018,17031711200,Health Outcomes,Stroke among adults aged >=18 years,6.3,5145,Stroke
2018,17031710900,Unhealthy Behaviors,Obesity among adults aged >=18 years,44.4,2198,Obesity
2018,17031280100,Unhealthy Behaviors,Current smoking among adults aged >=18 years,8.8,4872,Current Smoking
2018,17031670900,Prevention,Mammography use among women aged 50-74 years,83.1,1351,Mammography
2018,17031661000,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",56.5,5706,Colorectal Cancer Screening
2018,17031580700,Unhealthy Behaviors,Current smoking among adults aged >=18 years,20.6,6137,Current Smoking
2018,17031320100,Health Outcomes,Arthritis among adults aged >=18 years,14.8,10848,Arthritis
2018,17031710800,Prevention,Current lack of health insurance among adults aged 18-64 years,19.1,5338,Health Insurance
2018,17031630500,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,21.9,6364,Binge Drinking
2018,17031560900,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,8.3,5093,Diabetes
2017,17031281900,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,17.0,4844,High Cholesterol
2018,17031700302,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,35.2,5319,Sleep <7 hours
2018,17031770602,Unhealthy Behaviors,Obesity among adults aged >=18 years,30.2,4956,Obesity
2018,17031380200,Health Outcomes,Chronic kidney disease among adults aged >=18 years,7.2,1680,Chronic Kidney Disease
2018,17031283200,Unhealthy Behaviors,Current smoking among adults aged >=18 years,12.9,1664,Current Smoking
2018,17031681000,Health Outcomes,Chronic kidney disease among adults aged >=18 years,5.9,3498,Chronic Kidney Disease
2017,17031570400,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,66.0,1615,Taking BP Medication
2017,17031340300,Prevention,Cholesterol screening among adults aged >=18 years,80.1,1786,Cholesterol Screening
2018,17031430700,Health Outcomes,Coronary heart disease among adults aged >=18 years,8.9,2210,Coronary Heart Disease
2018,17031690900,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,16.5,4520,Physical Health
2018,17031661100,Prevention,Current lack of health insurance among adults aged 18-64 years,28.3,6542,Health Insurance
2018,17031440202,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",21.0,2999,Core preventive services for older women
2018,17031640100,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",27.0,1211,Core preventive services for older women
2017,17031350400,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,80.4,389,Taking BP Medication
2018,17031300700,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,17.0,5194,Physical Health
2017,17031380500,Prevention,Cholesterol screening among adults aged >=18 years,76.8,752,Cholesterol Screening
2018,17031600600,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,38.7,2738,Sleep <7 hours
2017,17031410900,Prevention,Cholesterol screening among adults aged >=18 years,86.0,2838,Cholesterol Screening
2018,17031301600,Prevention,Current lack of health insurance among adults aged 18-64 years,45.2,4654,Health Insurance
2018,17031620400,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,9.5,5198,Diabetes
2018,17031561000,Health Outcomes,Coronary heart disease among adults aged >=18 years,5.9,5161,Coronary Heart Disease
2018,17031600400,Health Outcomes,Current asthma among adults aged >=18 years,8.3,3891,Current Asthma
2018,17031611300,Prevention,Mammography use among women aged 50-74 years,78.5,3556,Mammography
2018,17031610300,Prevention,Current lack of health insurance among adults aged 18-64 years,43.1,5658,Health Insurance
2018,17031611400,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,6.6,4105,COPD
2018,17031461000,Health Outcomes,Arthritis among adults aged >=18 years,37.0,1496,Arthritis
2018,17031630200,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,9.8,1931,Diabetes
2018,17031420500,Prevention,Current lack of health insurance among adults aged 18-64 years,18.3,2624,Health Insurance
2017,17031301802,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,63.7,3518,Taking BP Medication
2018,17031430700,Unhealthy Behaviors,Obesity among adults aged >=18 years,43.3,2210,Obesity
2018,17031561000,Prevention,Mammography use among women aged 50-74 years,76.7,5161,Mammography
2018,17031271200,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,9.1,1170,COPD
2017,17031580501,Health Outcomes,High blood pressure among adults aged >=18 years,27.7,5067,High Blood Pressure
2018,17031300700,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,3.4,5194,Cancer (except skin)
2018,17031390400,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,14.3,2934,Mental Health
2018,17031750500,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,8.1,5936,COPD
2018,17031310600,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,52.2,5868,Dental Visit
2018,17031720500,Prevention,Cervical cancer screening among adult women aged 21-65 years,87.9,2166,Cervical Cancer Screening
2018,17031711100,Health Outcomes,Arthritis among adults aged >=18 years,28.0,2835,Arthritis
2017,17031280400,Health Outcomes,High blood pressure among adults aged >=18 years,39.4,1366,High Blood Pressure
2018,17031720300,Health Outcomes,Chronic kidney disease among adults aged >=18 years,2.6,3723,Chronic Kidney Disease
2018,17031300800,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",15.8,4610,Core preventive services for older men
2018,17031611700,Health Outcomes,Stroke among adults aged >=18 years,4.9,1990,Stroke
2018,17031390600,Prevention,Current lack of health insurance among adults aged 18-64 years,9.0,1866,Health Insurance
2018,17031720300,Prevention,Mammography use among women aged 50-74 years,81.5,3723,Mammography
2018,17031560900,Prevention,Mammography use among women aged 50-74 years,76.8,5093,Mammography
2018,17031301600,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,13.1,4654,Diabetes
2017,17031720100,Prevention,Cholesterol screening among adults aged >=18 years,90.3,3300,Cholesterol Screening
2018,17031680900,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,13.7,4019,Binge Drinking
2018,17031530100,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,8.1,2371,COPD
2018,17031440600,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,7.1,2080,Cancer (except skin)
2018,17031282700,Prevention,Cervical cancer screening among adult women aged 21-65 years,82.2,2349,Cervical Cancer Screening
2018,17031420300,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,72.9,2488,Annual Checkup
2018,17031390700,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,80.1,5592,Annual Checkup
2018,17031491100,Health Outcomes,Arthritis among adults aged >=18 years,30.7,4514,Arthritis
2018,17031630400,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,21.2,7083,Binge Drinking
2018,17031640500,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,73.6,3491,Annual Checkup
2018,17031690900,Health Outcomes,Coronary heart disease among adults aged >=18 years,7.7,4520,Coronary Heart Disease
2018,17031390600,Health Outcomes,Current asthma among adults aged >=18 years,9.2,1866,Current Asthma
2018,17031630800,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",21.7,7107,Core preventive services for older women
2018,17031411000,Health Outcomes,All teeth lost among adults aged >=65 years,7.1,3309,Teeth Loss
2018,17031550200,Prevention,Cervical cancer screening among adult women aged 21-65 years,82.2,2798,Cervical Cancer Screening
2018,17031720700,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,10.7,3149,Mental Health
2018,17031330100,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,5.9,16735,Diabetes
2018,17031590700,Prevention,Current lack of health insurance among adults aged 18-64 years,32.0,3100,Health Insurance
2018,17031711000,Health Outcomes,Chronic kidney disease among adults aged >=18 years,4.8,3475,Chronic Kidney Disease
2018,17031380500,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,21.8,752,Mental Health
2017,17031430300,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,75.3,2336,Taking BP Medication
2017,17031700402,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,29.5,3914,High Cholesterol
2018,17031670200,Health Outcomes,Current asthma among adults aged >=18 years,14.2,1380,Current Asthma
2018,17031640800,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,61.6,1716,Dental Visit
2018,17031630100,Health Outcomes,Coronary heart disease among adults aged >=18 years,5.6,1156,Coronary Heart Disease
2018,17031310800,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,69.7,4516,Annual Checkup
2018,17031691300,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",63.9,2448,Colorectal Cancer Screening
2018,17031750600,Health Outcomes,All teeth lost among adults aged >=65 years,21.8,3681,Teeth Loss
2018,17031671800,Health Outcomes,Arthritis among adults aged >=18 years,28.5,1422,Arthritis
2018,17031560900,Health Outcomes,Chronic kidney disease among adults aged >=18 years,2.7,5093,Chronic Kidney Disease
2018,17031381800,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",25.2,1188,Core preventive services for older men
2018,17031670800,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,19.5,1635,Diabetes
2018,17031672000,Unhealthy Behaviors,Obesity among adults aged >=18 years,42.9,3735,Obesity
2018,17031470100,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,83.5,2916,Annual Checkup
2018,17031300600,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,14.5,3212,Physical Health
2018,17031590500,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",25.6,1672,Core preventive services for older men
2018,17031440101,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",17.2,3746,Core preventive services for older women
2018,17031351000,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,40.0,3267,Sleep <7 hours
2018,17031301200,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,40.1,4012,Sleep <7 hours
2017,17031410500,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,24.1,2557,High Cholesterol
2017,17031381500,Prevention,Cholesterol screening among adults aged >=18 years,83.2,237,Cholesterol Screening
2018,17031320400,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,31.5,2518,Sleep <7 hours
2018,17031431301,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,8.8,3545,COPD
2017,17031720300,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,31.8,3723,High Cholesterol
2018,17031570200,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,20.2,1943,Binge Drinking
2018,17031600700,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,12.7,2545,Physical Health
2018,17031660600,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",19.1,6333,Core preventive services for older women
2018,17031640600,Prevention,Mammography use among women aged 50-74 years,75.9,3912,Mammography
2018,17031550100,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,14.8,6628,Physical Health
2018,17031710600,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,82.6,1838,Annual Checkup
2018,17031750500,Health Outcomes,Current asthma among adults aged >=18 years,11.5,5936,Current Asthma
2018,17031611800,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,17.5,2139,Mental Health
2018,17031420700,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,13.8,3261,Binge Drinking
2018,17031590600,Prevention,Cervical cancer screening among adult women aged 21-65 years,77.7,3564,Cervical Cancer Screening
2018,17031460301,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",52.1,3404,Colorectal Cancer Screening
2017,17031280100,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,52.3,4872,Taking BP Medication
2018,17031560300,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,73.1,3187,Annual Checkup
2018,17031611500,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,43.2,3567,Dental Visit
2018,17031680500,Health Outcomes,Stroke among adults aged >=18 years,7.2,1481,Stroke
2018,17031671400,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,18.9,2072,Physical Health
2018,17031720200,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",29.7,4016,Core preventive services for older women
2018,17031410200,Health Outcomes,Chronic kidney disease among adults aged >=18 years,1.7,1443,Chronic Kidney Disease
2017,17031560100,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,33.4,1473,High Cholesterol
2018,17031540101,Health Outcomes,Coronary heart disease among adults aged >=18 years,6.4,3373,Coronary Heart Disease
2018,17031640400,Unhealthy Behaviors,Current smoking among adults aged >=18 years,17.7,3190,Current Smoking
2018,17031580700,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,15.3,6137,Mental Health
2018,17031640700,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,7.7,3156,COPD
2018,17031292500,Prevention,Cervical cancer screening among adult women aged 21-65 years,81.3,4140,Cervical Cancer Screening
2018,17031410600,Prevention,Cervical cancer screening among adult women aged 21-65 years,76.4,2327,Cervical Cancer Screening
2018,17031301600,Unhealthy Behaviors,Current smoking among adults aged >=18 years,21.3,4654,Current Smoking
2018,17031650400,Prevention,Current lack of health insurance among adults aged 18-64 years,36.7,6743,Health Insurance
2018,17031283200,Unhealthy Behaviors,Obesity among adults aged >=18 years,26.6,1664,Obesity
2018,17031720200,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,71.8,4016,Dental Visit
2018,17031283800,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,64.8,3688,Dental Visit
2018,17031461000,Health Outcomes,Current asthma among adults aged >=18 years,11.5,1496,Current Asthma
2017,17031280800,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,79.6,755,Taking BP Medication
2018,17031390300,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,34.3,2743,Physical Inactivity
2018,17031360200,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",18.5,1443,Core preventive services for older women
2018,17031580800,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,37.3,2061,Sleep <7 hours
2018,17031440700,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",24.9,1545,Core preventive services for older men
2018,17031490700,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,15.2,3085,Binge Drinking
2018,17031390600,Prevention,Mammography use among women aged 50-74 years,83.3,1866,Mammography
2018,17031400500,Unhealthy Behaviors,Current smoking among adults aged >=18 years,24.7,2258,Current Smoking
2018,17031700501,Prevention,Cervical cancer screening among adult women aged 21-65 years,88.0,7125,Cervical Cancer Screening
2018,17031281900,Unhealthy Behaviors,Obesity among adults aged >=18 years,19.3,4844,Obesity
2018,17031650400,Health Outcomes,All teeth lost among adults aged >=65 years,16.5,6743,Teeth Loss
2018,17031740200,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,17.7,6547,Physical Inactivity
2018,17031282800,Unhealthy Behaviors,Obesity among adults aged >=18 years,27.8,1691,Obesity
2018,17031710200,Health Outcomes,Current asthma among adults aged >=18 years,13.7,5049,Current Asthma
2018,17031291600,Health Outcomes,Stroke among adults aged >=18 years,2.9,1055,Stroke
2018,17031720500,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,14.3,2166,Physical Inactivity
2018,17031650301,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,10.8,5711,Physical Health
2018,17031670400,Health Outcomes,Arthritis among adults aged >=18 years,27.0,1956,Arthritis
2018,17031530400,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,15.4,2223,Diabetes
2018,17031340400,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,13.8,1900,Binge Drinking
2017,17031740100,Health Outcomes,High blood pressure among adults aged >=18 years,25.5,3048,High Blood Pressure
2018,17031671500,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",53.1,3221,Colorectal Cancer Screening
2018,17031500100,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",25.7,3644,Core preventive services for older men
2018,17031720600,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,9.0,1756,Mental Health
2018,17031620100,Prevention,Cervical cancer screening among adult women aged 21-65 years,81.3,4289,Cervical Cancer Screening
2018,17031670800,Prevention,Cervical cancer screening among adult women aged 21-65 years,79.5,1635,Cervical Cancer Screening
2018,17031670100,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,15.7,1516,Binge Drinking
2018,17031292400,Health Outcomes,Coronary heart disease among adults aged >=18 years,7.0,2268,Coronary Heart Disease
2017,17031420300,Health Outcomes,High blood pressure among adults aged >=18 years,20.9,2488,High Blood Pressure
2018,17031690500,Health Outcomes,Coronary heart disease among adults aged >=18 years,8.0,877,Coronary Heart Disease
2018,17031491400,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,16.8,2931,Diabetes
2018,17031460200,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,4.6,2385,Cancer (except skin)
2018,17031650500,Health Outcomes,Stroke among adults aged >=18 years,3.3,4421,Stroke
2018,17031380700,Health Outcomes,Stroke among adults aged >=18 years,6.0,1243,Stroke
2018,17031381800,Health Outcomes,All teeth lost among adults aged >=65 years,14.0,1188,Teeth Loss
2018,17031381200,Prevention,Mammography use among women aged 50-74 years,84.2,2167,Mammography
2018,17031680600,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",51.1,1431,Colorectal Cancer Screening
2017,17031611100,Prevention,Cholesterol screening among adults aged >=18 years,75.3,2922,Cholesterol Screening
2018,17031620200,Health Outcomes,Current asthma among adults aged >=18 years,8.5,2223,Current Asthma
2018,17031292200,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,44.2,2961,Dental Visit
2017,17031740200,Health Outcomes,High blood pressure among adults aged >=18 years,24.7,6547,High Blood Pressure
2018,17031530100,Health Outcomes,All teeth lost among adults aged >=65 years,22.4,2371,Teeth Loss
2018,17031301801,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,16.5,4005,Physical Health
2018,17031640500,Health Outcomes,Chronic kidney disease among adults aged >=18 years,2.6,3491,Chronic Kidney Disease
2018,17031351100,Health Outcomes,Coronary heart disease among adults aged >=18 years,8.8,1960,Coronary Heart Disease
2018,17031260800,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,19.7,2539,Physical Health
2018,17031690400,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,19.5,3464,Diabetes
2018,17031580300,Health Outcomes,Arthritis among adults aged >=18 years,17.4,2426,Arthritis
2018,17031611700,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,40.9,1990,Dental Visit
2018,17031420400,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,16.3,1329,Binge Drinking
2018,17031301100,Prevention,Mammography use among women aged 50-74 years,77.9,2617,Mammography
2018,17031410800,Health Outcomes,Chronic kidney disease among adults aged >=18 years,2.5,2662,Chronic Kidney Disease
2018,17031330100,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,24.8,16735,Binge Drinking
2018,17031720100,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",37.1,3300,Core preventive services for older men
2018,17031271200,Health Outcomes,Stroke among adults aged >=18 years,5.7,1170,Stroke
2018,17031730600,Health Outcomes,Stroke among adults aged >=18 years,6.8,3614,Stroke
2018,17031691100,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,18.0,3266,Mental Health
2018,17031440600,Health Outcomes,Stroke among adults aged >=18 years,4.6,2080,Stroke
2018,17031640600,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,8.2,3912,COPD
2017,17031720600,Health Outcomes,High blood pressure among adults aged >=18 years,28.9,1756,High Blood Pressure
2018,17031360200,Health Outcomes,Chronic kidney disease among adults aged >=18 years,4.0,1443,Chronic Kidney Disease
2018,17031630200,Prevention,Cervical cancer screening among adult women aged 21-65 years,79.7,1931,Cervical Cancer Screening
2018,17031292500,Health Outcomes,Chronic kidney disease among adults aged >=18 years,4.5,4140,Chronic Kidney Disease
2018,17031283200,Prevention,Current lack of health insurance among adults aged 18-64 years,12.6,1664,Health Insurance
2018,17031440800,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,19.9,1800,Diabetes
2018,17031340300,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,40.7,1786,Sleep <7 hours
2018,17031580200,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,47.3,3515,Dental Visit
2018,17031681400,Prevention,Mammography use among women aged 50-74 years,82.3,3247,Mammography
2018,17031611500,Health Outcomes,Chronic kidney disease among adults aged >=18 years,4.1,3567,Chronic Kidney Disease
2018,17031560400,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",25.0,1516,Core preventive services for older men
2018,17031691100,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",53.5,3266,Colorectal Cancer Screening
2017,17031310800,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,63.4,4516,Taking BP Medication
2018,17031711400,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,14.4,2654,Binge Drinking
2018,17031301702,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,38.5,4045,Sleep <7 hours
2018,17031750400,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,74.0,3009,Dental Visit
2018,17031280900,Health Outcomes,Coronary heart disease among adults aged >=18 years,5.5,942,Coronary Heart Disease
2018,17031340500,Health Outcomes,Current asthma among adults aged >=18 years,9.4,1544,Current Asthma
2018,17031570100,Health Outcomes,Arthritis among adults aged >=18 years,18.3,1257,Arthritis
2018,17031530100,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,42.1,2371,Sleep <7 hours
2018,17031390600,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",71.9,1866,Colorectal Cancer Screening
2018,17031430102,Prevention,Current lack of health insurance among adults aged 18-64 years,18.5,2963,Health Insurance
2017,17031600600,Prevention,Cholesterol screening among adults aged >=18 years,78.5,2738,Cholesterol Screening
2018,17031600900,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",57.4,3699,Colorectal Cancer Screening
2018,17031580400,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,53.3,4795,Dental Visit
2018,17031650200,Unhealthy Behaviors,Obesity among adults aged >=18 years,32.7,7320,Obesity
2018,17031480300,Prevention,Mammography use among women aged 50-74 years,82.9,1468,Mammography
2018,17031570200,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",22.4,1943,Core preventive services for older women
2018,17031271300,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",50.1,1045,Colorectal Cancer Screening
2018,17031620100,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,9.7,4289,Diabetes
2018,17031410600,Unhealthy Behaviors,Obesity among adults aged >=18 years,29.2,2327,Obesity
2018,17031730400,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",26.0,3514,Core preventive services for older men
2018,17031730202,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,7.7,3115,Cancer (except skin)
2017,17031710900,Health Outcomes,High blood pressure among adults aged >=18 years,45.3,2198,High Blood Pressure
2018,17031381400,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,46.7,1612,Sleep <7 hours
2018,17031510300,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,83.8,5360,Annual Checkup
2018,17031271800,Unhealthy Behaviors,Current smoking among adults aged >=18 years,35.7,970,Current Smoking
2018,17031491100,Unhealthy Behaviors,Obesity among adults aged >=18 years,38.3,4514,Obesity
2018,17031700501,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,11.1,7125,Mental Health
2017,17031612000,Health Outcomes,High blood pressure among adults aged >=18 years,44.6,1545,High Blood Pressure
2018,17031510200,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",21.6,2986,Core preventive services for older women
2017,17031301200,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,65.9,4012,Taking BP Medication
2018,17031340400,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,13.6,1900,Physical Health
2018,17031390200,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,19.6,1840,Binge Drinking
2018,17031770902,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,9.2,3521,Diabetes
2018,17031271300,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,37.2,1045,Dental Visit
2018,17031750500,Health Outcomes,All teeth lost among adults aged >=65 years,15.8,5936,Teeth Loss
2017,17031490901,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,31.6,3891,High Cholesterol
2018,17031670600,Prevention,Current lack of health insurance among adults aged 18-64 years,22.5,1650,Health Insurance
2018,17031600700,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,6.5,2545,COPD
2018,17031520600,Health Outcomes,Current asthma among adults aged >=18 years,9.3,2544,Current Asthma
2018,17031390500,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,9.8,1598,Diabetes
2018,17031420200,Health Outcomes,Stroke among adults aged >=18 years,4.9,1723,Stroke
2018,17031710400,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,14.3,5651,Binge Drinking
2018,17031720500,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,30.2,2166,Sleep <7 hours
2018,17031330200,Health Outcomes,Current asthma among adults aged >=18 years,8.7,3806,Current Asthma
2018,17031681200,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,81.4,2716,Annual Checkup
2018,17031750200,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,9.4,3227,Mental Health
2017,17031671800,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,78.6,1422,Taking BP Medication
2017,17031580600,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,28.2,5531,High Cholesterol
2018,17031330200,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,8.9,3806,Physical Health
